Gene,ModuleA,pA,p.adjA,coefA,AUCA,ModuleH,pH,p.adjH,coefH,AUCH,ARank,HRank,RankSum,,A = anti-TNF
ATG2B,unassigned,0.492605917,0.710322558,-0.914335805,0.550865801,unassigned,0.179329406,0.566907161,-0.098982021,0.560683761,4896.5,9532.5,14429,,
MAN2C1,unassigned,0.039728265,0.182923967,2.989392153,0.667748918,unassigned,0.666162372,0.883815932,-0.005031359,0.505470085,12151.5,2274,14425.5,,
TFR2,unassigned,0.168509105,0.401223088,2.206068618,0.590909091,unassigned,0.389319414,0.745571248,0.578179696,0.537435897,7943.5,6482,14425.5,,
FBLN7,unassigned,0.244875771,0.490623228,-1.013090647,0.61525974,unassigned,0.953372307,0.987435232,-0.014952978,0.526068376,9528.5,4895.5,14424,,
TMEM214,unassigned,0.532728621,0.73953341,-0.584095455,0.545454545,unassigned,0.375364831,0.735736096,-0.013192224,0.564615385,4429.5,9992.5,14422,,
ZNF850,unassigned,0.074525609,0.257064321,1.755635363,0.630952381,unassigned,0.976400203,0.994107088,0.029436901,0.51982906,10425,3996.5,14421.5,,
PARVG,M6,0.050488441,0.208433776,-1.625347601,0.622294372,M6,0.704532049,0.900446876,-0.009579665,0.523076923,9945,4476,14421,,
GPS1,unassigned,0.420894692,0.654822217,-0.966928067,0.535714286,unassigned,0.091579636,0.441887254,0.05243651,0.571623932,3681,10737,14418,,
BBS2,unassigned,0.870747645,0.94052944,-0.124295036,0.511904762,unassigned,0.016315515,0.238823068,0.131967624,0.591452991,2055,12361.5,14416.5,,
PPP1R12B,M8,0.213379757,0.455143617,1.146135854,0.585497835,M8,0.286244884,0.669763964,-0.025156586,0.54034188,7558.5,6858,14416.5,,
SERPINA6,M16,0.029646031,0.155434142,2.610844735,0.648268398,M16,0.772893802,0.927279025,0.095442509,0.512478632,11341,3071.5,14412.5,,
LRRC7,unassigned,0.784037979,0.89427429,0.903062602,0.524891775,unassigned,0.045506564,0.341927916,-0.614380262,0.58034188,2877.5,11531,14408.5,,
MPEG1,M6,0.005298125,0.061637724,-1.232606137,0.733766234,M6,0.384795273,0.74338762,0.013188633,0.478974359,13920.5,486,14406.5,,
IGF2BP1,unassigned,0.527450682,0.735419889,1.356842585,0.547619048,unassigned,0.335432427,0.70928566,-0.958340073,0.562735043,4612,9793.5,14405.5,,
FAM124B,unassigned,0.033769805,0.167296147,-2.675745948,0.674242424,unassigned,0.704819467,0.900619574,-0.296929061,0.502393162,12407.5,1997,14404.5,,
DPP8,unassigned,0.089491958,0.284934331,-2.741045033,0.604978355,unassigned,0.426405304,0.767161119,-0.045617743,0.53042735,8906,5496.5,14402.5,,
HGSNAT,unassigned,0.570463602,0.766086588,0.935122127,0.596320346,unassigned,0.726928252,0.910700806,-0.012420774,0.534529915,8313.5,6088,14401.5,,
MYO3A,unassigned,0.122844874,0.337506902,4.545317478,0.624458874,unassigned,0.597582769,0.856931188,-0.437635785,0.521965812,10082.5,4318.5,14401,,
BCKDK,M27,0.068947064,0.246190321,-2.108477613,0.630952381,M27,0.908614654,0.973385394,-0.006911752,0.51965812,10425,3975.5,14400.5,,
ARID1B,unassigned,0.002093616,0.040391098,7.411764127,0.742424242,unassigned,0.62899857,0.868747655,-0.031225895,0.474529915,14069,330.5,14399.5,,
INGX,unassigned,0.49366968,0.711009102,1.158845392,0.548701299,unassigned,0.163832201,0.548184258,-3.12459431,0.562051282,4696,9703,14399,,
RHBDL2,M16,0.857310107,0.93325702,0.037690618,0.548701299,M16,0.132126752,0.51213911,0.039158832,0.562051282,4696,9703,14399,,
SMAD6,unassigned,0.958011546,0.981974084,-0.067575999,0.5,unassigned,0.102573938,0.460699805,-0.223729778,0.600854701,1430,12969,14399,,
ZCCHC2,unassigned,0.111388126,0.318588871,1.835326935,0.619047619,unassigned,0.47910435,0.793208629,-0.063663637,0.524273504,9758.5,4640,14398.5,,
SHARPIN,M38,0.728963037,0.866039371,0.477180294,0.505411255,M38,0.023657805,0.269738512,0.09366046,0.596239316,1707,12691,14398,,
CTRC,unassigned,0.18198054,0.417955415,1.57221176,0.57034632,unassigned,0.347631332,0.718845995,1.501347307,0.548717949,6392,8003,14395,,
C15orf61,M19,0.973712726,0.98916278,-0.031313071,0.515151515,M19,0.077661989,0.41213315,0.594949298,0.588376068,2240,12154.5,14394.5,,
FAM192A,unassigned,0.021686931,0.131287255,5.614259817,0.670995671,unassigned,0.840201176,0.950096967,0.003205507,0.503760684,12279,2115,14394,,
MON2,unassigned,0.207768977,0.448531189,2.357044111,0.58008658,unassigned,0.384438588,0.743354278,-0.030911817,0.543076923,7160.5,7231.5,14392,,
HMGA1,M34,0.379560342,0.620980302,-0.737649639,0.542207792,M34,0.136048837,0.517949372,0.011728527,0.567179487,4135,10256.5,14391.5,,
AZIN2,unassigned,0.003945756,0.053045118,3.002536581,0.729437229,unassigned,0.813506217,0.939420228,0.026780543,0.480854701,13839,552,14391,,
FAM103A1,unassigned,0.326504764,0.571199204,-0.898264261,0.561688312,unassigned,0.136390067,0.51835822,0.103978855,0.554017094,5724.5,8663,14387.5,,
TMEM178B,M6,0.971523687,0.988427948,0.064756375,0.506493506,M6,0.241495063,0.630888516,-1.103582376,0.595042735,1770,12616.5,14386.5,,
AKT1S1,unassigned,0.309383553,0.554816316,-0.968505002,0.563852814,unassigned,0.227368578,0.617914513,0.048008177,0.552649573,5897,8488.5,14385.5,,
POT1,unassigned,0.051791676,0.211046318,-1.305405251,0.634199134,unassigned,0.785566741,0.929278217,0.025362234,0.518290598,10596,3785.5,14381.5,,
XYLT2,unassigned,0.500263768,0.715270468,1.060242384,0.524891775,unassigned,0.056196644,0.369801432,0.106500183,0.58,2877.5,11503.5,14381,,
SPRY1,M2,0.004378804,0.056361869,-4.193773669,0.718614719,M2,0.595771119,0.855766774,-0.017611917,0.485641026,13617,762,14379,,
HAUS5,M6,0.267642287,0.51346507,1.968107736,0.600649351,M6,0.535607194,0.823174067,-0.060046238,0.532478632,8583.5,5795,14378.5,,
WBP2,M35,0.567154902,0.763242596,0.479961457,0.563852814,M35,0.174982191,0.561736778,0.027880409,0.552649573,5897,8480.5,14377.5,,
IL32,M25,0.281615945,0.527137594,0.307314641,0.550865801,M25,0.139173925,0.521343879,0.003932615,0.560512821,4864,9512.5,14376.5,,
MRPL14,M19,0.745855314,0.874552893,0.353511016,0.484848485,M19,0.026596947,0.28334654,0.069911929,0.61042735,855,13521,14376,,
COL17A1,M20,0.443417905,0.672048587,0.39478457,0.562770563,M20,0.3162058,0.692170075,0.01293417,0.553162393,5820.5,8553,14373.5,,
PGLYRP2,unassigned,0.33553359,0.580467207,-1.180245862,0.560606061,unassigned,0.378364915,0.738619274,-2.077129264,0.554358974,5659.5,8711.5,14371,,
ZSCAN9,unassigned,0.003635354,0.050962997,4.853009322,0.727272727,unassigned,0.333124973,0.707611369,0.133787666,0.481367521,13793.5,576,14369.5,,
MCF2L,unassigned,0.003674454,0.05123713,5.570894372,0.712121212,unassigned,0.762014745,0.923649269,-0.006294265,0.488205128,13468.5,900,14368.5,,
HPCAL1,unassigned,0.687029298,0.841479819,0.307817794,0.529220779,unassigned,0.026967833,0.284819068,0.048734474,0.576239316,3187.5,11178.5,14366,,
RRM2,M34,0.786933275,0.896336187,-0.138808578,0.481601732,M34,0.027217805,0.284819068,-0.022574704,0.612478632,750.5,13615.5,14366,,
C2orf16,unassigned,0.079117332,0.266989169,1.539941027,0.640692641,unassigned,0.874086221,0.961854801,0.497427215,0.515555556,10924.5,3441,14365.5,,
GPC3,unassigned,0.763877262,0.883362087,-0.487964282,0.504329004,unassigned,0.006316497,0.174327046,-1.754868049,0.596752137,1647.5,12717.5,14365,,
GAS6,unassigned,0.635930485,0.808250438,0.421322901,0.514069264,unassigned,0.130151168,0.509737734,0.029655881,0.588717949,2187.5,12177,14364.5,,
SERPINF2,unassigned,0.993320124,0.997060129,-0.007211369,0.512987013,unassigned,0.09981001,0.456491205,-0.377759727,0.58974359,2117,12247,14364,,
RELA,unassigned,0.361444878,0.60467629,-1.281371464,0.566017316,unassigned,0.554153944,0.832382924,-0.016048209,0.551282051,6052.5,8310,14362.5,,
MGMT,unassigned,0.938083368,0.973228237,0.048925347,0.519480519,unassigned,0.052624532,0.360050841,0.171013498,0.584102564,2546,11816,14362,,
CASC11,unassigned,0.13522063,0.355606971,2.117647743,0.615800866,unassigned,0.786144583,0.929489574,0.426580817,0.525299145,9565.5,4793,14358.5,,
CA5BP1,unassigned,0.458951449,0.684315797,0.684657468,0.569264069,unassigned,0.205058725,0.595530359,0.109042478,0.549059829,6312,8045,14357,,
SFXN5,unassigned,0.008827605,0.079524284,6.688199882,0.689393939,unassigned,0.936110294,0.981668185,0.01142119,0.496752137,12870,1487,14357,,
NEB,M14,0.684594623,0.840149413,0.793994957,0.524891775,M14,0.092788823,0.442877013,-0.797959037,0.57974359,2877.5,11477.5,14355,,
ELAVL3,M8,0.350032127,0.594049992,1.978919974,0.545454545,M8,0.573472492,0.843543279,-2.324648416,0.563846154,4429.5,9921,14350.5,,
ZNF77,unassigned,0.29718756,0.543289532,1.210379394,0.595238095,unassigned,0.788644713,0.930708268,0.109760468,0.534615385,8245,6105.5,14350.5,,
F2RL3,unassigned,0.358487307,0.6021622,1.323374148,0.61038961,unassigned,0.278174924,0.662874591,-0.145793032,0.527521368,9237.5,5112.5,14350,,
PODNL1,unassigned,0.459487437,0.684450955,-0.588040328,0.557359307,unassigned,0.248158644,0.636813665,-0.238402615,0.556324786,5386.5,8963,14349.5,,
CHAF1B,unassigned,0.734327847,0.868733484,0.368802148,0.567099567,unassigned,0.421615657,0.764824351,-0.185788133,0.55042735,6137.5,8210.5,14348,,
SAP30L,unassigned,0.042449506,0.188825871,3.822220546,0.676406926,unassigned,0.720338093,0.907185214,0.014735727,0.501025641,12475.5,1871.5,14347,,
RALB,M20,0.268116872,0.514105849,-0.6195283,0.579004329,M20,0.54322935,0.826536478,-0.006842339,0.543418803,7073.5,7272.5,14346,,
RASAL2,unassigned,0.57847919,0.77155085,0.980320383,0.534632035,unassigned,0.158415066,0.542137672,-0.185291441,0.571623932,3606.5,10737,14343.5,,
ESPNL,unassigned,0.231413161,0.476488449,1.467270801,0.598484848,unassigned,0.967261738,0.991288227,-0.035696181,0.533162393,8452.5,5890,14342.5,,
FLOT2,unassigned,0.209370554,0.450566349,-1.096747703,0.58982684,unassigned,0.992271789,0.99705701,-0.000204165,0.537435897,7859,6482,14341,,
INTS9,unassigned,0.505785043,0.719628488,1.232561843,0.531385281,unassigned,0.059050495,0.376163315,0.226212457,0.574102564,3348,10992.5,14340.5,,
ADGRL3,unassigned,0.785505666,0.89543547,0.300086736,0.551948052,unassigned,0.219999684,0.611317352,-0.205634445,0.55965812,4940.5,9394.5,14335,,
ZNF891,M14,0.021297236,0.130141502,-5.50076639,0.66017316,M14,0.984989052,0.995692911,-0.0203327,0.507350427,11862,2473,14335,,
BST1,unassigned,0.717592075,0.859242216,-0.100029684,0.542207792,unassigned,0.239535959,0.628948755,0.100595041,0.566153846,4178.5,10155,14333.5,,
RECK,M20,0.279829798,0.525294534,-1.404967661,0.58008658,M20,0.441766194,0.774784458,-0.178250622,0.542735043,7160.5,7173,14333.5,,
ZNF467,unassigned,0.6153169,0.795333915,-0.633536534,0.561688312,unassigned,0.282032458,0.665010346,-0.130258015,0.553504274,5724.5,8602.5,14327,,
CA3,unassigned,0.324768708,0.570137593,0.929189038,0.520562771,unassigned,0.191262187,0.581126167,0.996750073,0.583076923,2591.5,11731.5,14323,,
AC156455.1,unassigned,0.063316112,0.23543094,3.811604629,0.647186147,unassigned,0.904404773,0.97199278,0.055268871,0.512307692,11276.5,3046,14322.5,,
DPH7,M31,0.410992068,0.647874749,-1.066907311,0.585497835,M31,0.715644255,0.905475207,0.019011318,0.53965812,7558.5,6763.5,14322,,
HTR2A,unassigned,0.686579079,0.841321466,-0.808649712,0.553030303,unassigned,0.252504989,0.640684164,1.196978672,0.559145299,5006,9313.5,14319.5,,
NFIX,M8,0.284994358,0.530117817,1.769364053,0.544372294,M8,0.186667836,0.576143715,0.044322019,0.564273504,4351.5,9966,14317.5,,
CD2BP2,unassigned,0.426772061,0.659685223,-1.413281912,0.598484848,unassigned,0.929630304,0.980084869,-0.004064194,0.532991453,8452.5,5863,14315.5,,
ZBTB42,M20,0.110209663,0.317073573,1.670950892,0.616883117,M20,0.618921979,0.864850638,0.121294183,0.524444444,9642.5,4669,14311.5,,
GTF3C2,M20,0.638298429,0.809944622,0.770855604,0.54004329,M20,0.190661752,0.58069187,0.054910943,0.567350427,4035,10276,14311,,
GPSM2,unassigned,0.303894616,0.549989463,0.851686627,0.590909091,unassigned,0.456687265,0.78228143,0.038966522,0.536581197,7943.5,6366.5,14310,,
CDH6,M20,0.819508032,0.913226954,0.482942384,0.494588745,M20,0.021251934,0.258594348,-1.028056755,0.603076923,1191,13118,14309,,
CTNND2,unassigned,0.069450069,0.2467289,4.704838111,0.6504329,unassigned,0.709792171,0.903265397,0.192694518,0.511025641,11431,2878,14309,,
COPRS,unassigned,0.172854094,0.407472462,-1.060298301,0.611471861,unassigned,0.515949403,0.814292177,0.042178677,0.526666667,9310,4997,14307,,
CRY2,unassigned,0.086511279,0.280044433,2.057443655,0.636363636,unassigned,0.4783023,0.792968984,0.082846013,0.516752137,10719,3588,14307,,
PATL2,M6,0.190280695,0.428049921,-1.686848761,0.593614719,M6,0.363430778,0.729419455,-0.083933894,0.535042735,8135,6171.5,14306.5,,
MOXD1,M20,0.081143959,0.271267446,-1.678628852,0.637445887,M20,0.80864485,0.93761817,-0.019511764,0.516239316,10779.5,3526,14305.5,,
ABT1,M38,0.635835558,0.808231574,0.574424441,0.518398268,M38,0.082495866,0.422048307,0.267714376,0.584529915,2454,11851,14305,,
GSTM3,unassigned,0.016409928,0.112192687,-1.669884766,0.67965368,unassigned,0.830217474,0.946221778,0.008920942,0.499487179,12582,1722.5,14304.5,,
B4GALT7,unassigned,0.211830634,0.453384315,-1.474314071,0.635281385,unassigned,0.689033983,0.894035829,-0.023051612,0.517094017,10671.5,3632,14303.5,,
MANBAL,unassigned,0.526717104,0.734722715,-0.81723082,0.46969697,unassigned,0.015180215,0.232315247,0.107769682,0.617777778,455,13848.5,14303.5,,
TMSB4Y,unassigned,0.649351853,0.817289647,-0.336919746,0.544372294,unassigned,0.200089162,0.590351211,-0.095748592,0.564102564,4351.5,9951,14302.5,,
ACTR3C,unassigned,0.375676919,0.617366835,0.688921425,0.539502165,unassigned,0.131651193,0.511902365,-0.160771913,0.567863248,3974.5,10327,14301.5,,
HPN,unassigned,0.471885836,0.694256132,0.60751981,0.566017316,unassigned,0.146936055,0.530811271,-0.160243664,0.55042735,6090,8210.5,14300.5,,
LCOR,unassigned,0.02843557,0.151768943,1.820931758,0.664502165,unassigned,0.997611958,0.999019742,-0.000114302,0.505470085,12025,2274,14299,,
UBA2,unassigned,0.499711247,0.7150617,-0.976648718,0.538961039,unassigned,0.164736954,0.549326649,-0.02593001,0.568205128,3937,10359.5,14296.5,,
KCNA7,unassigned,0.483248098,0.703211151,1.117414076,0.557359307,unassigned,0.145371343,0.528707052,-8.735632146,0.555897436,5386.5,8909,14295.5,,
SUPT3H,unassigned,0.441570777,0.670735563,-1.090181305,0.53030303,unassigned,0.300184168,0.680641635,0.314874629,0.574529915,3266.5,11028,14294.5,,
KIF18A,unassigned,0.773644009,0.889001068,-0.159537324,0.510281385,unassigned,0.151237106,0.534623682,-0.320209918,0.591025641,1969,12322.5,14291.5,,
CYTH2,M26,0.194338796,0.432910048,1.873025667,0.581168831,M26,0.602975635,0.858767142,-0.015355466,0.541538462,7263.5,7027,14290.5,,
SENP1,unassigned,0.005450727,0.062408757,-4.492418435,0.718614719,unassigned,0.481476253,0.794814387,-0.08041805,0.483760684,13607,683.5,14290.5,,
POU5F2,unassigned,0.607715776,0.791353708,-0.514233581,0.617965368,unassigned,0.781101455,0.928912784,0.717800189,0.523931624,9698.5,4590,14288.5,,
PLD3,M26,0.009668565,0.083284146,-2.24269322,0.680735931,M26,0.762190084,0.923649269,0.002809124,0.498803419,12620,1667.5,14287.5,,
WARS2,unassigned,0.46966134,0.692083869,0.616275632,0.558441558,unassigned,0.233129296,0.622353711,0.162311424,0.555213675,5475,8812.5,14287.5,,
KIAA0825,unassigned,0.239548351,0.485245135,3.869452646,0.597402597,unassigned,0.340601794,0.713235346,-0.829655595,0.533333333,8383,5904,14287,,
UGT1A1,M25,0.611192544,0.793385122,0.796005316,0.462662338,M25,0.222159625,0.613217474,0.238290749,0.62017094,341,13946,14287,,
DBF4,unassigned,0.407307515,0.644918519,-0.54945069,0.534632035,unassigned,0.115577633,0.485316634,-0.091883171,0.571111111,3606.5,10680,14286.5,,
PCIF1,unassigned,0.516996637,0.727644522,-1.172602595,0.538961039,unassigned,0.116238997,0.486366994,0.132242038,0.568034188,3937,10345.5,14282.5,,
LNX1,M20,0.006198276,0.066867413,1.820474362,0.71969697,M20,0.65034432,0.877816036,0.040540778,0.483076923,13628,652.5,14280.5,,
BMS1P1,M14,0.362577022,0.605850634,0.620076139,0.553030303,M14,0.160486949,0.543921523,-0.251411835,0.558803419,5006,9274,14280,,
CNIH1,M38,0.035069013,0.170634211,-2.511018044,0.632034632,M38,0.929282091,0.980084869,0.000894939,0.518461538,10474.5,3805,14279.5,,
JPH2,M8,0.225205154,0.469024534,2.221997705,0.600649351,M8,0.564121604,0.837691656,-0.177432912,0.531794872,8583.5,5694,14277.5,,
DPY19L2P2,unassigned,0.746877286,0.87505645,0.386696033,0.522727273,unassigned,0.097618625,0.45184463,-0.844452682,0.580512821,2732.5,11543.5,14276,,
ANXA9,unassigned,0.737384208,0.870383429,0.52230812,0.523809524,unassigned,0.031942634,0.301163286,0.46323919,0.57965812,2807.5,11467.5,14275,,
FHL3,M2,0.395748926,0.634982644,0.858849325,0.54004329,M2,0.292850493,0.674645705,-0.085910112,0.567350427,3997,10276,14273,,
GFRA2,unassigned,0.378949169,0.620532446,1.3896665,0.548701299,unassigned,0.035217043,0.31412044,0.589860426,0.561025641,4696,9575.5,14271.5,,
ERC1,unassigned,0.199958273,0.439327235,-1.519541574,0.573593074,unassigned,0.218415392,0.610474225,-0.101779327,0.545641026,6682.5,7587.5,14270,,
TRPM8,unassigned,0.87109665,0.940646789,0.351997613,0.491341991,unassigned,0.012681485,0.216329056,-4.60174699,0.604444444,1072,13197,14269,,
SNAPC2,unassigned,0.42211746,0.655946011,-0.782907868,0.553030303,unassigned,0.130038803,0.509500529,0.226810549,0.558717949,5006,9260,14266,,
PEX14,unassigned,0.447730911,0.675498899,1.153492587,0.567099567,unassigned,0.186390372,0.575767482,0.170892321,0.54974359,6137.5,8128,14265.5,,
PRPF19,unassigned,0.747667427,0.875525682,-0.256362261,0.547619048,unassigned,0.17951029,0.567162603,0.023644434,0.562051282,4562.5,9703,14265.5,,
STK32A,unassigned,0.679960126,0.837254801,1.146007108,0.512987013,unassigned,0.052656303,0.360129325,-2.569161354,0.588205128,2117,12148.5,14265.5,,
RNPEPL1,M20,0.419883611,0.653895973,-0.769289659,0.553030303,M20,0.132525416,0.512686932,0.034646517,0.558461538,5048.5,9216.5,14265,,
DPY19L2P3,unassigned,0.635619418,0.808087441,0.703536364,0.560606061,unassigned,0.438586504,0.773378706,-0.443280787,0.553846154,5622.5,8639.5,14262,,
LAIR1,M6,0.006771181,0.070392533,-3.271583229,0.705627706,M6,0.768677889,0.926686221,-0.007177153,0.489059829,13313.5,947.5,14261,,
NAT9,unassigned,0.459773498,0.684506537,-0.827181935,0.584415584,unassigned,0.314395791,0.69055411,-0.05851792,0.53965812,7487,6773.5,14260.5,,
NCKAP5,unassigned,0.180896394,0.41660209,1.316846118,0.576839827,unassigned,0.218081929,0.610245402,1.117380741,0.543931624,6918.5,7341.5,14260,,
TRIB3,unassigned,0.946204487,0.977462918,-0.077635268,0.537878788,unassigned,0.454682504,0.781347711,-0.082492049,0.568717949,3855,10405,14260,,
TDRP,unassigned,0.415706379,0.651389284,-0.668787007,0.554112554,unassigned,0.178387525,0.565744206,-0.154501697,0.557948718,5116.5,9143,14259.5,,
UHRF2,unassigned,0.099378603,0.300886046,-1.466363317,0.602813853,unassigned,0.371952205,0.734340795,-0.039547763,0.530769231,8714,5545.5,14259.5,,
MCF2L2,unassigned,0.003513452,0.050917002,-8.913099099,0.741341991,unassigned,0.386399825,0.744168524,-0.498338518,0.46991453,14049.5,209,14258.5,,
PAN2,unassigned,0.499051583,0.714442737,0.51742407,0.547619048,unassigned,0.144268525,0.526964772,-0.037126663,0.561538462,4612,9646,14258,,
CCL8,M26,0.001943812,0.039238063,-0.753408266,0.734848485,M26,0.216508221,0.609559603,-0.085012245,0.473675214,13949.5,307.5,14257,,
COPA,unassigned,0.125689478,0.342278588,-1.772586986,0.616883117,unassigned,0.428812785,0.768536025,-0.008217594,0.524102564,9642.5,4614,14256.5,,
BRSK1,unassigned,0.466083448,0.689395011,0.455606996,0.561688312,unassigned,0.515761228,0.814212488,-0.179783447,0.552991453,5724.5,8531,14255.5,,
DCAF8,unassigned,0.05216908,0.21179322,3.644568523,0.6504329,unassigned,0.779864101,0.928748675,-0.003887497,0.510598291,11431,2822,14253,,
DEDD2,unassigned,0.237830078,0.483436197,1.082697406,0.571428571,unassigned,0.415522176,0.761164044,0.033688631,0.547179487,6469.5,7783,14252.5,,
